manufacturer,model,engine,transmission,drivetrain,fuel_type
Toyota,RAV4 Limited,2.5L I4 16V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,RAV4 XLE,2.5L 4-Cylinder DOHC Dual VVT-i,Automatic,All-wheel Drive,
Toyota,RAV4 Limited,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Base,"3.5L V-6 DOHC, VVT-i variable valve control, engine with 269HP",5 Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L I4 16V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,RAV4,2.0L I4 16V MPFI DOHC,5-Speed Manual,,Gasoline
Toyota,RAV4 SE,2.5L I4 16V MPFI DOHC,6-Speed Automatic,AWD,Gasoline
Toyota,RAV4 Sport,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L I4 16V PDI DOHC,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Base,269.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Four-wheel Drive,Gasoline
Toyota,RAV4 Sport,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE Premiu,2.5L,8 SPEED AUTOMATIC TRANSMISSION,,Gasoline
Toyota,RAV4 Limited,Regular Unleaded I-4 2.5 L/152,Automatic,,Gasoline
Toyota,RAV4 XLE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP","Automatic, 6-Spd",Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE Premium,2.5L I4 16V PDI DOHC,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Adventure,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Base,Gas I4 2.5L/152,Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE Premium,Regular Unleaded I-4 2.5 L/152,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",8-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,2.5L I4 16V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,RAV4 TRD Off-Ro,2.5L,8 SPEED AUTOMATIC TRANSMISSION,,Gasoline
Toyota,RAV4 Adventure,Regular Unleaded I-4 2.5 L/152,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.4L I-4 DOHC, variable valve control, engine with 166HP",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,Engine: 2.5L DOHC 4-Cylinder w/Dual VVT-i,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",Automatic 4-Speed,Four-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L I4 16V PDI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Sport,"3.5L V-6 DOHC, variable valve control, engine with 269HP",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,2.0L I4 16V MPFI DOHC,NOT SPECIFIED,Front-wheel Drive,Gasoline
Toyota,RAV4 SE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",AUTOMATIC,All-wheel Drive,Gasoline
Toyota,RAV4 Base (A4),2.5L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,Gas I4 2.5L/152,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Sport,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,2.5L I4 16V MPFI DOHC,6-Speed Automatic,AWD,Gasoline
Toyota,RAV4 SE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4,2.5L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 SE,Regular Unleaded I-4 2.5 L/152,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4,2.5L I4 16V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,2.5L I4 16V PDI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Hybrid XSE,Gas/Electric I-4 2.5 L/152,Variable,All-wheel Drive,Hybrid
Toyota,RAV4 Base,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Platinum,2.5L I4 16V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 TRD Off-Road,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 LE,Engine: 2.5L DOHC 4-Cylinder w/Dual VVT-i,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Ltd,Gas I4 2.5L/152,Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Limited,,Automatic,Front-wheel Drive,
Toyota,RAV4 Limited,"3.5L V-6 DOHC, VVT-i variable valve control, engine with 269HP","Automatic, 5-Spd w/Overdrive",Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,Engine: 2.5L DOHC 4-Cylinder w/Dual VVT-i,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,2.5L,8 SPEED AUTOMATIC TRANSMISSION,,Gasoline
Toyota,RAV4 XLE,2.5L 4-Cylinder DOHC Dual VVT-i,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Sport,"2.4L I-4 DOHC, variable valve control, engine with 166HP","Automatic, 4-Spd",Front-wheel Drive,Gasoline
Toyota,RAV4 LE,Engine: 2.5L DOHC 4-Cylinder w/Dual VVT-i,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Sport,"3.5L V-6 DOHC, variable valve control, engine with 269HP",6 Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Adventure,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Sport,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,2.5L I4 16V MPFI DOHC,6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 LE,Regular Unleaded I-4 2.5 L/152,Automatic,,Gasoline
Toyota,RAV4 XLE,2.5L I4 16V PDI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Adventure,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",6-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L,6 Speed Elect Controlled Auto Transmission,,Gasoline
Toyota,RAV4 LE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Hybrid LE,Gas/Electric I-4 2.5 L/152,Variable,All-wheel Drive,Hybrid
Toyota,RAV4,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE,2.5L I4 16V PDI DOHC,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 SE,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-iE varia",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,"3.5L V-6 DOHC, variable valve control, engine with 269HP",Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Adventure,2.5L I4 16V MPFI DOHC,6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 TRD Off Road,Regular Unleaded I-4 2.5 L/152,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,Regular Unleaded I-4 2.5 L/152,Automatic,,Gasoline
Toyota,RAV4 LE,"4-Cyl, 2.5 Liter","Automatic, 6-Spd",All-wheel Drive,Gasoline
Toyota,RAV4 XLE,4 Cylinder Engine,"Automatic, 8-Spd w/Direct & Sequential Shift",Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,Gas I4 2.5L/152,Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 4-SPD,2.5L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4,2.4L DOHC SFI 16-valve VVT-i 4-cyl engine,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 4-SPD,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE,4 Cylinder Engine,8-SPEED A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,RAV4,2.5L DOHC SFI 16-valve dual VVT-i I4 engine,Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 LE,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,6-Speed A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",Automatic 6-Speed,All-wheel Drive,Gasoline
Toyota,RAV4 SE,Regular Unleaded I-4 2.5 L/152,Automatic,,Gasoline
Toyota,RAV4 Sport,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP","Automatic, 4-Spd w/Overdrive",Four-wheel Drive,Gasoline
Toyota,RAV4 Limited,3.5L V6 DOHC,5-Speed Automatic Electronic with Overdrive,Front-wheel Drive,Gasoline
Toyota,RAV4 LE,,Automatic,All-wheel Drive,
Toyota,RAV4 Limited,Gas I4 2.5L/152,Automatic,,Gasoline
Toyota,RAV4 Adventure,2.5L,Automatic,,Gasoline
Toyota,RAV4 Base (A4),2.4L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Limited,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",6-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,2.5L 4-Cylinder DOHC Dual VVT-i,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 SE,2.5L I4 16V MPFI DOHC,4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Limited,269.0HP 3.5L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 TRD OFF-ROAD INTERIOR MOONROOF NAVIGATION SYSTEM B,2.5L I4 16V PDI DOHC,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Sport,"3.5L V-6 DOHC, variable valve control, engine with 269HP",Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L 4-Cylinder DOHC Dual VVT-i,Automatic,Front-wheel Drive,
Toyota,RAV4 TRD Off Road,2.5L I4 16V PDI DOHC,8-Speed Automatic with Overdrive,All-wheel Drive,Gasoline
Toyota,RAV4 LE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",6-Speed Shiftable Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.4L I-4 DOHC, variable valve control, engine with 166HP",Automatic 4-Speed,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE Premium,2.5L I4 16V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,RAV4 XLE,2.5L,6 Speed Elect Controlled Auto Transmission,,Gasoline
Toyota,RAV4 Base,2.0L I4 16V MPFI DOHC,5-Speed Manual,Four-wheel Drive,Gasoline
Toyota,RAV4 Base,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE,"Dynamic Force 2.5L I-4 port/direct injection, DOHC, VVT-i variab",Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 179HP",4-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 Adventure,2.5L I4 16V PDI DOHC,8-Speed Automatic,AWD,Gasoline
Toyota,RAV4 XLE,2.5L DOHC SFI 16-valve I4 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Limited,2.5L I4,Automatic 4-Speed,Four-wheel Drive,Gasoline
Toyota,RAV4 Base,179.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Four-wheel Drive,Gasoline
Toyota,RAV4 Sport,"2.4L I-4 DOHC, variable valve control, engine with 166HP",Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,8-Speed A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,2.5L 4-Cylinder DOHC Dual VVT-i,Automatic,Front-wheel Drive,
Toyota,RAV4 Base,2.5L I4 179hp 172ft. lbs.,Not Specified,Four-wheel Drive,Gasoline
Toyota,RAV4 Limited,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",Automatic 6-Speed,All-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L 4-Cylinder DOHC Dual VVT-i,8-Speed Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,"3.5L V-6 DOHC, VVT-i variable valve control, engine with 269HP",A,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE,176.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,All-wheel Drive,Gasoline
Toyota,RAV4 Limited,3.5L DOHC SFI 24-valve dual VVT-i V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 AWD 203K,3.5L V6 24V MPFI DOHC,5-Speed Automatic,Four-wheel Drive,Gasoline
Toyota,RAV4 XLE,203.0HP 2.5L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,"2.4L I-4 DOHC, variable valve control, engine with 166HP","Automatic, 4-Spd",Front-wheel Drive,Gasoline
Toyota,RAV4 LE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",6-Speed Shiftable Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 XLE Premium,2.5L I4 16V PDI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Base,2.4L I4 16V MPFI DOHC,,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",AUTOMATIC,All-wheel Drive,Gasoline
Toyota,RAV4 SE,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP","Automatic, 6-Spd",All-wheel Drive,Gasoline
Toyota,RAV4,Regular Unleaded I-4 2.5 L/152,Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 XLE,4 Cylinder Engine,Automatic,All-wheel Drive,Gasoline
Toyota,RAV4 LE,2.5L I4 16V PDI DOHC,8-Speed Automatic,,Gasoline
Toyota,RAV4 4-SPD,2.5L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,RAV4 Platinum,"2.5L I-4 DOHC, VVT-i variable valve control, engine with 176HP",Automatic,All-wheel Drive,Gasoline
Toyota,Mirai LMT,FCV,Continuously Variable Transmission,,B
Toyota,Mirai Base,Electric,1-Speed Automatic,Front-wheel Drive,Electric
Toyota,Mirai XLE,Electric,1-Speed Automatic,Rear-wheel Drive,Electric
Toyota,Mirai XLE,Electric,Automatic,Rear-wheel Drive,Electric
Toyota,Mirai XLE,FCV,Continuously Variable Transmission,,B
Toyota,Mirai Limited,Electric,1-Speed Automatic,Rear-wheel Drive,Electric
Toyota,Mirai Base,Electric,1-Speed Automatic,FWD,Hydrogen Fuel Cell
Toyota,Mirai XLE,Electric,1-Speed Automatic,RWD,Hydrogen Fuel Cell
Toyota,Mirai XLE,Electric,SINGLE SPEED FIXED GEAR,Rear-wheel Drive,Electric
Toyota,Mirai STD,FCV,Continuously Variable Transmission,,B
Toyota,Mirai,Electric,1-Speed Automatic,Front-wheel Drive,Electric
Toyota,Mirai Base,Electric Motor,Automatic,Front-wheel Drive,Electric
Toyota,Camry Solara SE,157.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline Fuel
Toyota,Camry Solara SLE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.2L I4 16V MPFI DOHC,,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,"2.2L I-4 DOHC, engine with 135HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,"3.3L V-6 DOHC, variable valve control, engine with 225HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,2.4L I4 16V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,3.0L V6 24V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,6 Cylinder,Other,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE Sport,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,"3.3L V-6 DOHC, variable valve control, engine with 210HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,3.3L (201) DOHC SMPI VVT-i 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara Sport,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE V6,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,"3.3L V-6 DOHC, variable valve control, engine with 225HP",Automatic 5-Speed,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,157.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L I4 16V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara V6,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,198.0HP 3.0L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L DOHC SMPI 16-valve 4-cyl engine w/VVT-i,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara Sport,"3.3L V-6 DOHC, variable valve control, engine with 210HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,3.3L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Camry Solara,3.3L DOHC SMPI VVT-i 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,3.3L V6 SMPI DOHC,5-Speed Automatic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L DOHC SMPI VVT-i 16-valve 4-cyl engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,3.0L V6 24V MPFI DOHC,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara,2.4L I4 16V MPFI DOHC,5-Speed,Front-wheel Drive,Gasoline
Toyota,Camry Solara,2.4L I4 16V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,3.3L DOHC SMPI VVT-i 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,3.0L V6 24V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,210.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,135.0HP 2.2L 4 Cylinder Engine Gasoline Fuel,4-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,3.3L DOHC SMPI VVT-i 24-valve V6 engine,Automatic,,Gasoline
Toyota,Camry Solara SE V6,"3.3L V-6 DOHC, variable valve control, engine with 210HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L I4 16V MPFI DOHC,,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,2.4L I4 16V MPFI DOHC,5-Speed Manual,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE V6,3.0L V6 24V MPFI DOHC,4-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,225.0HP 3.3L V6 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,"3.3L V-6 DOHC, variable valve control, engine with 210HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,3.3L DOHC SMPI VVT-i 24-valve V6 engine,Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE V6,3.3L V6 24V MPFI DOHC,5-Speed Automatic,FWD,Gasoline
Toyota,Camry Solara SE V6,"3L V-6 DOHC, engine with 200HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SE,157.0HP 2.4L 4 Cylinder Engine Gasoline Fuel,5-Speed A/T,Front-wheel Drive,Gasoline
Toyota,Camry Solara,3.3L V6 24V MPFI DOHC,5-Speed Automatic,Front-wheel Drive,Gasoline
Toyota,Camry Solara SLE,"3.3L V-6 DOHC, variable valve control, engine with 210HP",5-Speed Automatic with Overdrive,Front-wheel Drive,Gasoline
Toyota,Prius Prime Limited,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime LE,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Plus,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Advanced,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Premium,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime LE,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Prius Prime Advanced,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Prius Prime Plus,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",CVT,Front-wheel Drive,Gasoline
Toyota,Prius Prime LTD,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime XLE,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime XLE,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Limited,1.8L,CONTINUOUSLY VARIABLE TRANSMISSION,,B
Toyota,Prius Prime LE,1.8L,CONTINUOUSLY VARIABLE TRANSMISSION,,B
Toyota,Prius Prime LE,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime LE,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Premium,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Prius Prime XLE,1.8L,CONTINUOUSLY VARIABLE TRANSMISSION,,B
Toyota,Prius Prime,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Plus,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime Advanced,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime XLE,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime LIMITED/HEATED SEATS/HEATED STEERING WHEEL/NAV/JBL,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime XLE,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Premium,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Automatic,Front-wheel Drive,Gasoline
Toyota,Prius Prime Plus,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Prius Prime Advanced,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",CVT,Front-wheel Drive,Gasoline
Toyota,Prius Prime PLUS/PREMIUM/ADVANCED,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Limited,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,CVT Transmission,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Plus,121.0HP 1.8L 4 Cylinder Engine Plug-In Electric/Gas,A/T,Front-wheel Drive,Plug-In Hybrid
Toyota,Prius Prime Premium,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime Premium,1.8L,Continuously Variable Transmission,,B
Toyota,Prius Prime LE,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime Premium,"1.8L I-4 DOHC, VVT-i variable valve control, engine with 95HP",Variable,Front-wheel Drive,Gasoline
Toyota,Prius Prime Plus,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
Toyota,Prius Prime XLE,1.8L I4 16V MPFI DOHC Hybrid,Automatic CVT,FWD,Hybrid
Toyota,Prius Prime Advanced,1.8L 4-Cylinder DOHC 16V VVT-i,CVT,Front-wheel Drive,Hybrid
Toyota,Prius Prime Limited,Gas/Electric I-4 1.8 L/110,Variable,Front-wheel Drive,Hybrid
